"corpus_version","generated_at","license","methodology_url","id","slug","name","entityType","summary","dateDisplay","regions","styles","roles","instruments","sourceIds","featuredVideo","reviewStatus","lastReviewed"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:calvin-leavy","calvin-leavy","Calvin Leavy","artist","Calvin Leavy was a blues singer.","1940 – 2010","United States","Blues","Singer","Guitar; Voice","source:encyclopedia-calvin-leavy; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""p8UIUUS4_UE"",""title"":""BROUGHT YOU TO THE CITY / CALVIN LEAVY [SOUL BEAT 100-B]"",""sourceUrl"":""https://www.youtube.com/watch?v=p8UIUUS4_UE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:carl-weathersby","carl-weathersby","Carl Weathersby","artist","Carl Weathersby was a blues musician.","1953 – 2024","United States","Blues; Electric Blues","Musician","Guitar","source:encyclopedia-carl-weathersby; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""3lTR8PfnPB0"",""title"":""Good Times, Bad Times"",""sourceUrl"":""https://www.youtube.com/watch?v=3lTR8PfnPB0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:cedric-burnside","cedric-burnside","Cedric Burnside","artist","North Mississippi drummer, guitarist and singer who carries Hill Country rhythmic traditions into contemporary songwriting and performance.","1978 –","North Mississippi; Mississippi Hill Country","Hill Country blues; Contemporary blues","Singer; Songwriter; Drummer; Guitarist","Drums; Guitar","source:cedric-burnside-official-bio","{""platform"":""youtube"",""videoId"":""2KBFUWQY8MA"",""title"":""Step In (Official Music Video)"",""sourceUrl"":""https://www.youtube.com/watch?v=2KBFUWQY8MA"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:champion-jack-dupree","champion-jack-dupree","Champion Jack Dupree","artist","Champion Jack Dupree was a blues pianist, jazz musician and singer.","1910 – 1992","United States","Blues","Pianist; Jazz Musician; Singer; Composer","Piano; Voice","source:encyclopedia-champion-jack-dupree; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""1aabAlwV2Sw"",""title"":""Champion Jack Dupree - Vietnam Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=1aabAlwV2Sw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:charles-brown","charles-brown","Charles Brown","artist","Charles Brown was a blues songwriter, pianist and singer.","1922 – 1999","United States","Blues","Songwriter; Pianist; Singer; Musician","Piano; Voice","source:encyclopedia-charles-brown; source:wikipedia-list-blues-musicians-discovery; source:carnegie-hall-rhythm-blues","{""platform"":""youtube"",""videoId"":""OjkZ5YIkxEs"",""title"":""Charles Brown - A Virus Called The Blues (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=OjkZ5YIkxEs"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:charles-caldwell","charles-caldwell","Charles Caldwell","artist","Charles Caldwell was a blues musician.","1943 – 2003","United States","Blues","Musician","Guitar","source:encyclopedia-charles-caldwell; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""q-ZYudYcUn0"",""title"":""Charles Caldwell - Old Buck (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=q-ZYudYcUn0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:charley-lincoln","charley-lincoln","Charley Lincoln","artist","Charley Lincoln was a blues musician, singer and guitarist.","1900 – 1963","United States","Blues","Musician; Singer; Guitarist","Guitar; Voice","source:encyclopedia-charley-lincoln; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""NLqXfiJGG8M"",""title"":""Depot Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=NLqXfiJGG8M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:charley-patton","charley-patton","Charley Patton","artist","Often called the 'Father of the Delta Blues.' His percussive guitar attack, growling voice, and showmanship set the template that nearly every Delta player who followed absorbed directly or secondhand.","c. 1891 – 1934","Dockery Plantation, Mississippi","","","","","{""platform"":""youtube"",""videoId"":""sdytu2e3v6Y"",""title"":""Pony Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=sdytu2e3v6Y"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:charlie-musselwhite","charlie-musselwhite","Charlie Musselwhite","artist","Charlie Musselwhite is a blues musician, bandleader and singer.","1944 –","United States","Blues; Blues Rock; Country Blues","Musician; Bandleader; Singer; Songwriter","Harmonica; Guitar; Voice; Harp","source:encyclopedia-charlie-musselwhite; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""ltYPkrYY5d4"",""title"":""Ben Harper, Charlie Musselwhite - I'm In I'm Out And I'm Gone"",""sourceUrl"":""https://www.youtube.com/watch?v=ltYPkrYY5d4"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:charlie-specks-mcfadden","charlie-specks-mcfadden","Charlie ""Specks"" McFadden","artist","Charlie ""Specks"" McFadden was a blues singer, musician and songwriter.","1895 – 1966","United States","Blues","Singer; Blues Musician; Songwriter","Voice","source:encyclopedia-charlie-specks-mcfadden; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""yC8wl7EH9rk"",""title"":""Gambler's Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=yC8wl7EH9rk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:chris-thomas-king","chris-thomas-king","Chris Thomas King","artist","Chris Thomas King is a blues musician, singer and musician.","1964 –","United States","Blues","Musician; Singer; Blues Musician; Guitarist","Guitar; Voice","source:encyclopedia-chris-thomas-king; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""laWj4OOGo7c"",""title"":""Chris Thomas King \""Hard Time Killing Floor Blues\"""",""sourceUrl"":""https://www.youtube.com/watch?v=laWj4OOGo7c"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:christone-kingfish-ingram","christone-kingfish-ingram","Christone “Kingfish” Ingram","artist","Clarksdale singer-guitarist who draws on Delta and electric blues while bringing funk, soul, rock, R&B, hip-hop and jazz into a contemporary sound.","1999 –","Mississippi Delta; Clarksdale, Mississippi","Contemporary blues; Electric blues; Blues rock","Singer; Songwriter; Guitarist","Guitar","source:kingfish-official-bio; source:city-clarksdale-kingfish; source:kingfish-grammy-interview","{""platform"":""youtube"",""videoId"":""QdC99sQRd1s"",""title"":""662 (Official Video)"",""sourceUrl"":""https://www.youtube.com/watch?v=QdC99sQRd1s"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:chuck-berry","chuck-berry","Chuck Berry","artist","Fused blues, boogie-woogie, and country swing into rock and roll's guitar template, directly inspiring the Rolling Stones and the Beatles.","1926 – 2017","Missouri","","","","","{""platform"":""youtube"",""videoId"":""Y-9Y4CCIWnM"",""title"":""Johnny B. Goode"",""sourceUrl"":""https://www.youtube.com/watch?v=Y-9Y4CCIWnM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:clara-smith","clara-smith","Clara Smith","artist","Clara Smith was a blues singer, composer and songwriter.","1894 – 1935","United States","Blues","Singer; Composer; Songwriter; Musician","Voice","source:encyclopedia-clara-smith; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""0mQvBX5JIBc"",""title"":""Court House Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=0mQvBX5JIBc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:corey-harris","corey-harris","Corey Harris","artist","A scholar-performer who traveled to West Africa to study directly with musicians there, making the roots-to-branches connection an explicit part of his work with Ali Farka Touré.","1969 –","Louisiana / Virginia","","","","","{""platform"":""youtube"",""videoId"":""ERAZSmJLzwI"",""title"":""Love Is More Precious Than Gold"",""sourceUrl"":""https://www.youtube.com/watch?v=ERAZSmJLzwI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:cream","cream","Cream","ensemble","Stretched Delta and Chicago blues forms into extended power-trio improvisation, covering Skip James and Robert Johnson for mass rock audiences.","1966 – 1968","London","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:cub-koda","cub-koda","Cub Koda","artist","Cub Koda was a blues songwriter, guitarist and musician.","1948 – 2000","United States","Blues","Songwriter; Guitarist; Musician","Guitar","source:encyclopedia-cub-koda; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""EczliJE6jB4"",""title"":""somebody changed the lock"",""sourceUrl"":""https://www.youtube.com/watch?v=EczliJE6jB4"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:cyril-davies","cyril-davies","Cyril Davies","artist","Cyril Davies was a blues singer.","1932 – 1964","United Kingdom","Blues","Singer","Harmonica; Voice","source:encyclopedia-cyril-davies; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""UxvqRpDofBQ"",""title"":""Someday Baby"",""sourceUrl"":""https://www.youtube.com/watch?v=UxvqRpDofBQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:dave-peabody","dave-peabody","Dave Peabody","artist","Dave Peabody is a blues singer-songwriter, musician and guitarist.","1948 –","United Kingdom","Blues","Singer-Songwriter; Musician; Guitarist","Guitar; Harmonica","source:encyclopedia-dave-peabody; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""YptWWR95IMs"",""title"":""Picture the Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=YptWWR95IMs"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:debbie-davies","debbie-davies","Debbie Davies","artist","Debbie Davies is a blues guitarist and musician.","1952 –","United States","Blues","Guitarist; Musician","Guitar","source:encyclopedia-debbie-davies; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""YqR_8Dzvs6M"",""title"":""Blue & Lonesome"",""sourceUrl"":""https://www.youtube.com/watch?v=YqR_8Dzvs6M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:denny-freeman","denny-freeman","Denny Freeman","artist","Denny Freeman was a blues pianist, songwriter and guitarist.","1944 – 2021","United States","Blues; Texas Blues; Rhythm And Blues","Pianist; Songwriter; Guitarist; Composer","Guitar; Piano; Organ","source:encyclopedia-denny-freeman; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""LGfFBR-WQQI"",""title"":""Denny Freeman - Blues Island (Audio only)"",""sourceUrl"":""https://www.youtube.com/watch?v=LGfFBR-WQQI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:dexter-allen","dexter-allen","Dexter Allen","artist","Dexter Allen is a blues singer and guitarist.","1970 –","","Blues","Singer; Guitarist","","source:encyclopedia-dexter-allen; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""msDhBkTE-y8"",""title"":""Put Your Bluez On Me"",""sourceUrl"":""https://www.youtube.com/watch?v=msDhBkTE-y8"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:dk-harrell","dk-harrell","D.K. Harrell","artist","Louisiana singer-guitarist whose contemporary electric blues combines original material with close study of classic blues phrasing and band leadership.","","Louisiana","Contemporary blues; Electric blues","Singer; Songwriter; Guitarist; Bandleader","Guitar","source:dk-harrell-alligator","{""platform"":""youtube"",""videoId"":""gZ0i9Qxeadk"",""title"":""Grown Now"",""sourceUrl"":""https://www.youtube.com/watch?v=gZ0i9Qxeadk"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:doctor-clayton","doctor-clayton","Doctor Clayton","artist","Doctor Clayton was a blues musician, singer and pianist.","1898 – 1947","United States","Blues","Musician; Singer; Pianist; Songwriter","Piano; Voice","source:encyclopedia-doctor-clayton; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""kgzPQ8w37EI"",""title"":""Back Door Man Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=kgzPQ8w37EI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:doug-quattlebaum","doug-quattlebaum","Doug Quattlebaum","artist","Doug Quattlebaum was a blues singer.","1929 – 1996","","Blues","Singer","Voice","source:encyclopedia-doug-quattlebaum; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""2IFj2SEjo48"",""title"":""Come Back, Baby"",""sourceUrl"":""https://www.youtube.com/watch?v=2IFj2SEjo48"",""lastChecked"":""2026-07-22""}","needs_revision",""
